18463,30-Apr-2012,Germany,Corporate,Actual,Payroll Taxes,189.06
18464,30-Apr-2012,Germany,Corporate,Actual,Employee Benefits,142.25
18465,30-Apr-2012,Germany,Corporate,Actual,Travel Transportation,24.16
18466,30-Apr-2012,Germany,Corporate,Actual,Travel Lodging,22.04
18467,30-Apr-2012,Germany,Corporate,Actual,Meals,11.4
18468,30-Apr-2012,Germany,Corporate,Actual,Entertainment,9.27
18469,30-Apr-2012,Germany,Corporate,Actual,Other Travel Related,2.89
18470,30-Apr-2012,Germany,Corporate,Actual,Conferences,3.95
18471,30-Apr-2012,Germany,Corporate,Actual,Office Supplies,16.72
18472,30-Apr-2012,Germany,Corporate,Actual,Professional Services,32.67
18473,30-Apr-2012,Germany,Corporate,Actual,Telephone,20.97
18474,30-Apr-2012,Germany,Corporate,Actual,Utilities,37.99
18475,30-Apr-2012,Germany,Corporate,Actual,Other Expenses,14.59
18476,30-Apr-2012,Germany,Corporate,Actual,Building Leasehold,49.7
18477,30-Apr-2012,Germany,Corporate,Actual,Vehicles,30.55
18478,30-Apr-2012,Germany,Corporate,Actual,Equipment,3.95
18479,30-Apr-2012,Germany,Corporate,Actual,Furniture and Fixtures,11.4
18480,30-Apr-2012,Germany,Corporate,Actual,Other Assets,10.33
18481,30-Apr-2012,Germany,Corporate,Actual,Amortization of Goodwill,9.27
18482,30-Apr-2012,Germany,Corporate,Actual,Rent,39.06
18483,30-Apr-2012,Germany,Corporate,Actual,Interest Income,98.63
18484,30-Apr-2012,Germany,Corporate,Actual,Interest Expense,150.76
18485,30-Apr-2012,Germany,Corporate,Actual,Gain/Loss on Sales of Asset,-119.45
18486,30-Apr-2012,Germany,Corporate,Actual,Other Income,200.76
18487,30-Apr-2012,Germany,Corporate,Actual,Headcount,4
18488,30-Apr-2012,Germany,Executive General and Administration,Actual,Finished Goods,1526.32
18489,30-Apr-2012,Germany,Research and Development,Actual,Intercompany Sales,144.38
18490,30-Apr-2012,Germany,Research and Development,Actual,Returns and Adjustments,216.72
18491,30-Apr-2012,Germany,Research and Development,Actual,Standard Cost of Sales,2364.63
18492,30-Apr-2012,Germany,Research and Development,Actual,Variances,361.4
18493,30-Apr-2012,Germany,Research and Development,Actual,Salaries,3741.25
18494,30-Apr-2012,Germany,Research and Development,Actual,Payroll Taxes,308.21
18495,30-Apr-2012,Germany,Research and Development,Actual,Employee Benefits,384.81
18496,30-Apr-2012,Germany,Research and Development,Actual,Commissions,10.33
18497,30-Apr-2012,Germany,Research and Development,Actual,Travel Transportation,52.89
18498,30-Apr-2012,Germany,Research and Development,Actual,Travel Lodging,48.63
18499,30-Apr-2012,Germany,Research and Development,Actual,Meals,24.16
18500,30-Apr-2012,Germany,Research and Development,Actual,Entertainment,18.84
18501,30-Apr-2012,Germany,Research and Development,Actual,Other Travel Related,6.08
18502,30-Apr-2012,Germany,Research and Development,Actual,Conferences,9.27
18503,30-Apr-2012,Germany,Research and Development,Actual,Marketing Collateral,2.89
18504,30-Apr-2012,Germany,Research and Development,Actual,Office Supplies,32.67
18505,30-Apr-2012,Germany,Research and Development,Actual,Professional Services,46.5
18506,30-Apr-2012,Germany,Research and Development,Actual,Telephone,39.06
18507,30-Apr-2012,Germany,Research and Development,Actual,Utilities,62.46
18508,30-Apr-2012,Germany,Research and Development,Actual,Other Expenses,18.84
18509,30-Apr-2012,Germany,Research and Development,Actual,Building Leasehold,70.97
18510,30-Apr-2012,Germany,Research and Development,Actual,Vehicles,44.38
18511,30-Apr-2012,Germany,Research and Development,Actual,Equipment,5.01
18512,30-Apr-2012,Germany,Research and Development,Actual,Furniture and Fixtures,16.72
18513,30-Apr-2012,Germany,Research and Development,Actual,Other Assets,14.59
18514,30-Apr-2012,Germany,Research and Development,Actual,Amortization of Goodwill,13.53
18515,30-Apr-2012,Germany,Research and Development,Actual,Rent,58.21
18516,30-Apr-2012,Germany,Research and Development,Actual,Interest Income,138
18517,30-Apr-2012,Germany,Research and Development,Actual,Interest Expense,211.4
18518,30-Apr-2012,Germany,Research and Development,Actual,Gain/Loss on Sales of Asset,-167.32
18519,30-Apr-2012,Germany,Research and Development,Actual,Other Income,281.62
18520,30-Apr-2012,Germany,Research and Development,Actual,Headcount,6
18521,30-Apr-2012,Germany,Research and Development,Actual,Units,20
18522,30-Apr-2012,Germany,Research and Development,Actual,Square Footage,35000
18523,30-Apr-2012,Germany,Research and Development,Actual,Trade Sales,4818.93
18524,30-Apr-2012,Germany,Sales and Marketing,Actual,Cash,5745.55
18525,30-Apr-2012,Germany,Sales and Marketing,Actual,Trade Receivables,8234.96
18526,30-Apr-2012,Germany,Sales and Marketing,Actual,Other Receivables,258.21
18527,30-Apr-2012,Germany,Sales and Marketing,Actual,Allowance for Bad Debt,164.59
18528,30-Apr-2012,Germany,Sales and Marketing,Actual,Deferred Taxes,1359.3
18529,30-Apr-2012,Germany,Sales and Marketing,Actual,Prepaid Expenses,840.14
18530,30-Apr-2012,Germany,Sales and Marketing,Actual,Intercompany Receivables,1680.58
18531,30-Apr-2012,Germany,Sales and Marketing,Actual,Land & Improvements,3795.51
18532,30-Apr-2012,Germany,Sales and Marketing,Actual,Buildings & Improvements,12093.54
18533,30-Apr-2012,Germany,Sales and Marketing,Actual,Machinery & Equipment,3680.61
18534,30-Apr-2012,Germany,Sales and Marketing,Actual,Office Furniture & Equipment,27350.2
18535,30-Apr-2012,Germany,Sales and Marketing,Actual,Leasehold Improvements,3256.14
18536,30-Apr-2012,Germany,Sales and Marketing,Actual,Construction In Progress,1358.23
18537,30-Apr-2012,Germany,Sales and Marketing,Actual,Other Assets,6264.71
18538,30-Apr-2012,Germany,Sales and Marketing,Actual,Notes Payable,6624.29
18539,30-Apr-2012,Germany,Sales and Marketing,Actual,Accounts Payable,55360.3
18540,30-Apr-2012,Germany,Sales and Marketing,Actual,Salary & Other Comp,26032.1
18541,30-Apr-2012,Germany,Sales and Marketing,Actual,Insurance,8524.32
18542,30-Apr-2012,Germany,Sales and Marketing,Actual,Warranties,7590.26
18543,30-Apr-2012,Germany,Sales and Marketing,Actual,Intercompany Payables,535.88
18544,30-Apr-2012,Germany,Sales and Marketing,Actual,Other Current Liabilities,56840.12
18545,30-Apr-2012,Germany,Sales and Marketing,Actual,Long Term Obligations,46931.42
18546,30-Apr-2012,Germany,Sales and Marketing,Actual,Pension Liability,8488.15
18547,30-Apr-2012,Germany,Sales and Marketing,Actual,Other Retirement Benefits,27094.88
18548,30-Apr-2012,Germany,Sales and Marketing,Actual,Other Long Term Liabilities,9666.9
18549,30-Apr-2012,Germany,Sales and Marketing,Actual,Additional Paid In Capital,-155694.46
18550,30-Apr-2012,Germany,Sales and Marketing,Actual,Current Retained Earnings,-26708.79
18551,30-Apr-2012,Germany,Sales and Marketing,Actual,Current Installments of Long-term Debt,6323.22
18552,30-May-2012,Northeast Division,Corporate,Actual,Salaries,95680
18553,30-May-2012,Northeast Division,Corporate,Actual,Payroll Taxes,7854
18554,30-May-2012,Northeast Division,Corporate,Actual,Employee Benefits,6872
18555,30-May-2012,Northeast Division,Corporate,Actual,Travel Transportation,976
18556,30-May-2012,Northeast Division,Corporate,Actual,Travel Lodging,888
18557,30-May-2012,Northeast Division,Corporate,Actual,Meals,448
18558,30-May-2012,Northeast Division,Corporate,Actual,Entertainment,336
18559,30-May-2012,Northeast Division,Corporate,Actual,Other Travel Related,98
18560,30-May-2012,Northeast Division,Corporate,Actual,Conferences,145
18561,30-May-2012,Northeast Division,Corporate,Actual,Office Supplies,644
18562,30-May-2012,Northeast Division,Corporate,Actual,Professional Services,403
18563,30-May-2012,Northeast Division,Corporate,Actual,Telephone,784
18564,30-May-2012,Northeast Division,Corporate,Actual,Utilities,1411
18565,30-May-2012,Northeast Division,Corporate,Actual,Other Expenses,429
18566,30-May-2012,Northeast Division,Corporate,Actual,Building Leasehold,1848
18567,30-May-2012,Northeast Division,Corporate,Actual,Vehicles,1144
18568,30-May-2012,Northeast Division,Corporate,Actual,Equipment,120
18569,30-May-2012,Northeast Division,Corporate,Actual,Furniture and Fixtures,419
18570,30-May-2012,Northeast Division,Corporate,Actual,Other Assets,380
18571,30-May-2012,Northeast Division,Corporate,Actual,Amortization of Goodwill,335
18572,30-May-2012,Northeast Division,Corporate,Actual,Rent,1440
18573,30-May-2012,Northeast Division,Corporate,Actual,Interest Income,371
18574,30-May-2012,Northeast Division,Corporate,Actual,Interest Expense,571
18575,30-May-2012,Northeast Division,Corporate,Actual,Gain/Loss on Sales of Asset,-457
18576,30-May-2012,Northeast Division,Corporate,Actual,Other Income,761
18577,30-May-2012,Northeast Division,Corporate,Actual,Taxes,169
18578,30-May-2012,Northeast Division,Corporate,Actual,Headcount,16
18579,30-May-2012,Northeast Division,Executive General and Administration,Actual,Finished Goods,132679
18580,30-May-2012,Northeast Division,Research and Development,Actual,Intercompany Sales,18258
18581,30-May-2012,Northeast Division,Research and Development,Actual,Returns and Adjustments,16432
18582,30-May-2012,Northeast Division,Research and Development,Actual,Discounts,5687
18583,30-May-2012,Northeast Division,Research and Development,Actual,Standard Cost of Sales,79105
18584,30-May-2012,Northeast Division,Research and Development,Actual,Variances,9129
18585,30-May-2012,Northeast Division,Research and Development,Actual,Salaries,58125
18586,30-May-2012,Northeast Division,Research and Development,Actual,Payroll Taxes,4771
18587,30-May-2012,Northeast Division,Research and Development,Actual,Employee Benefits,5367
18588,30-May-2012,Northeast Division,Research and Development,Actual,Commissions,7303
18589,30-May-2012,Northeast Division,Research and Development,Actual,Travel Transportation,720
18590,30-May-2012,Northeast Division,Research and Development,Actual,Travel Lodging,655
18591,30-May-2012,Northeast Division,Research and Development,Actual,Meals,324
18592,30-May-2012,Northeast Division,Research and Development,Actual,Entertainment,243
18593,30-May-2012,Northeast Division,Research and Development,Actual,Other Travel Related,72
18594,30-May-2012,Northeast Division,Research and Development,Actual,Conferences,105
18595,30-May-2012,Northeast Division,Research and Development,Actual,Marketing Collateral,1095
18596,30-May-2012,Northeast Division,Research and Development,Actual,Office Supplies,432
18597,30-May-2012,Northeast Division,Research and Development,Actual,Professional Services,439
18598,30-May-2012,Northeast Division,Research and Development,Actual,Telephone,3573
18599,30-May-2012,Northeast Division,Research and Development,Actual,Utilities,858
18600,30-May-2012,Northeast Division,Research and Development,Actual,Other Expenses,238
18601,30-May-2012,Northeast Division,Research and Development,Actual,Building Leasehold,935
18602,30-May-2012,Northeast Division,Research and Development,Actual,Vehicles,579
18603,30-May-2012,Northeast Division,Research and Development,Actual,Equipment,58
18604,30-May-2012,Northeast Division,Research and Development,Actual,Furniture and Fixtures,202
18605,30-May-2012,Northeast Division,Research and Development,Actual,Other Assets,174
18606,30-May-2012,Northeast Division,Research and Development,Actual,Amortization of Goodwill,162
18607,30-May-2012,Northeast Division,Research and Development,Actual,Rent,810
18608,30-May-2012,Northeast Division,Research and Development,Actual,Interest Income,170
18609,30-May-2012,Northeast Division,Research and Development,Actual,Interest Expense,261
18610,30-May-2012,Northeast Division,Research and Development,Actual,Gain/Loss on Sales of Asset,-209
18611,30-May-2012,Northeast Division,Research and Development,Actual,Other Income,349
18612,30-May-2012,Northeast Division,Research and Development,Actual,Taxes,11854
18613,30-May-2012,Northeast Division,Research and Development,Actual,Headcount,9
18614,30-May-2012,Northeast Division,Research and Development,Actual,Units,904
18615,30-May-2012,Northeast Division,Research and Development,Actual,Square Footage,45000
18616,30-May-2012,Northeast Division,Research and Development,Actual,Trade Sales,365172
18617,30-May-2012,Northeast Division,Sales and Marketing,Actual,Cash,543967
18618,30-May-2012,Northeast Division,Sales and Marketing,Actual,Trade Receivables,695628
18619,30-May-2012,Northeast Division,Sales and Marketing,Actual,Other Receivables,20930
18620,30-May-2012,Northeast Division,Sales and Marketing,Actual,Allowance for Bad Debt,13912
18621,30-May-2012,Northeast Division,Sales and Marketing,Actual,Deferred Taxes,101214
18622,30-May-2012,Northeast Division,Sales and Marketing,Actual,Prepaid Expenses,68867
18623,30-May-2012,Northeast Division,Sales and Marketing,Actual,Intercompany Receivables,133560
18624,30-May-2012,Northeast Division,Sales and Marketing,Actual,Land & Improvements,17836
18625,30-May-2012,Northeast Division,Sales and Marketing,Actual,Buildings & Improvements,56836
18626,30-May-2012,Northeast Division,Sales and Marketing,Actual,Machinery & Equipment,16944
18627,30-May-2012,Northeast Division,Sales and Marketing,Actual,Office Furniture & Equipment,76723
18628,30-May-2012,Northeast Division,Sales and Marketing,Actual,Leasehold Improvements,15454
18629,30-May-2012,Northeast Division,Sales and Marketing,Actual,Construction In Progress,6381
18630,30-May-2012,Northeast Division,Sales and Marketing,Actual,Other Assets,30739
18631,30-May-2012,Northeast Division,Sales and Marketing,Actual,Notes Payable,25470
18632,30-May-2012,Northeast Division,Sales and Marketing,Actual,Accounts Payable,267630
18633,30-May-2012,Northeast Division,Sales and Marketing,Actual,Salary & Other Comp,65396
18634,30-May-2012,Northeast Division,Sales and Marketing,Actual,Insurance,42540
18635,30-May-2012,Northeast Division,Sales and Marketing,Actual,Warranties,36709
18636,30-May-2012,Northeast Division,Sales and Marketing,Actual,Intercompany Payables,45772
18637,30-May-2012,Northeast Division,Sales and Marketing,Actual,Other Current Liabilities,189542
18638,30-May-2012,Northeast Division,Sales and Marketing,Actual,Long Term Obligations,151633
18639,30-May-2012,Northeast Division,Sales and Marketing,Actual,Pension Liability,48219
18640,30-May-2012,Northeast Division,Sales and Marketing,Actual,Other Retirement Benefits,72812
18641,30-May-2012,Northeast Division,Sales and Marketing,Actual,Other Long Term Liabilities,37170
18642,30-May-2012,Northeast Division,Sales and Marketing,Actual,Additional Paid In Capital,440571
18643,30-May-2012,Northeast Division,Sales and Marketing,Actual,Current Retained Earnings,481038
18644,30-May-2012,Northeast Division,Sales and Marketing,Actual,Salaries,12916
18645,30-May-2012,Northeast Division,Sales and Marketing,Actual,Payroll Taxes,1590
18646,30-May-2012,Northeast Division,Sales and Marketing,Actual,Employee Benefits,927
18647,30-May-2012,Northeast Division,Sales and Marketing,Actual,Travel Transportation,120
18648,30-May-2012,Northeast Division,Sales and Marketing,Actual,Travel Lodging,109
18649,30-May-2012,Northeast Division,Sales and Marketing,Actual,Meals,56
18650,30-May-2012,Northeast Division,Sales and Marketing,Actual,Entertainment,42
18651,30-May-2012,Northeast Division,Sales and Marketing,Actual,Other Travel Related,12
18652,30-May-2012,Northeast Division,Sales and Marketing,Actual,Conferences,18
18653,30-May-2012,Northeast Division,Sales and Marketing,Actual,Office Supplies,80
18654,30-May-2012,Northeast Division,Sales and Marketing,Actual,Professional Services,310
18655,30-May-2012,Northeast Division,Sales and Marketing,Actual,Telephone,98
18656,30-May-2012,Northeast Division,Sales and Marketing,Actual,Utilities,176
18657,30-May-2012,Northeast Division,Sales and Marketing,Actual,Other Expenses,68
18658,30-May-2012,Northeast Division,Sales and Marketing,Actual,Building Leasehold,214
18659,30-May-2012,Northeast Division,Sales and Marketing,Actual,Vehicles,132
18660,30-May-2012,Northeast Division,Sales and Marketing,Actual,Equipment,13
18661,30-May-2012,Northeast Division,Sales and Marketing,Actual,Furniture and Fixtures,47
18662,30-May-2012,Northeast Division,Sales and Marketing,Actual,Other Assets,41
18663,30-May-2012,Northeast Division,Sales and Marketing,Actual,Amortization of Goodwill,37
18664,30-May-2012,Northeast Division,Sales and Marketing,Actual,Rent,180
18665,30-May-2012,Northeast Division,Sales and Marketing,Actual,Interest Income,40
18666,30-May-2012,Northeast Division,Sales and Marketing,Actual,Interest Expense,61
18667,30-May-2012,Northeast Division,Sales and Marketing,Actual,Gain/Loss on Sales of Asset,-49
18668,30-May-2012,Northeast Division,Sales and Marketing,Actual,Other Income,82
18669,30-May-2012,Northeast Division,Sales and Marketing,Actual,Taxes,19
18670,30-May-2012,Northeast Division,Sales and Marketing,Actual,Headcount,2
18671,30-May-2012,Northeast Division,Sales and Marketing,Actual,Current Installments of Long-term Debt,27168
18672,30-May-2012,Northwest Division,Corporate,Actual,Salaries,59315
18673,30-May-2012,Northwest Division,Corporate,Actual,Payroll Taxes,6694
18674,30-May-2012,Northwest Division,Corporate,Actual,Employee Benefits,3043
18675,30-May-2012,Northwest Division,Corporate,Actual,Travel Transportation,428
18676,30-May-2012,Northwest Division,Corporate,Actual,Travel Lodging,389
18677,30-May-2012,Northwest Division,Corporate,Actual,Meals,209
18678,30-May-2012,Northwest Division,Corporate,Actual,Entertainment,155
18679,30-May-2012,Northwest Division,Corporate,Actual,Other Travel Related,43
18680,30-May-2012,Northwest Division,Corporate,Actual,Conferences,59
18681,30-May-2012,Northwest Division,Corporate,Actual,Office Supplies,319
18682,30-May-2012,Northwest Division,Corporate,Actual,Professional Services,216
18683,30-May-2012,Northwest Division,Corporate,Actual,Telephone,423
18684,30-May-2012,Northwest Division,Corporate,Actual,Utilities,761
18685,30-May-2012,Northwest Division,Corporate,Actual,Other Expenses,241
18686,30-May-2012,Northwest Division,Corporate,Actual,Building Leasehold,984
18687,30-May-2012,Northwest Division,Corporate,Actual,Vehicles,609
18688,30-May-2012,Northwest Division,Corporate,Actual,Equipment,63
18689,30-May-2012,Northwest Division,Corporate,Actual,Furniture and Fixtures,220
18690,30-May-2012,Northwest Division,Corporate,Actual,Other Assets,194
18691,30-May-2012,Northwest Division,Corporate,Actual,Amortization of Goodwill,176
18692,30-May-2012,Northwest Division,Corporate,Actual,Rent,819
18693,30-May-2012,Northwest Division,Corporate,Actual,Interest Income,292
18694,30-May-2012,Northwest Division,Corporate,Actual,Interest Expense,449
18695,30-May-2012,Northwest Division,Corporate,Actual,Gain/Loss on Sales of Asset,-359
18696,30-May-2012,Northwest Division,Corporate,Actual,Other Income,599
18697,30-May-2012,Northwest Division,Corporate,Actual,Taxes,304
18698,30-May-2012,Northwest Division,Corporate,Actual,Headcount,14
18699,30-May-2012,Northwest Division,Executive General and Administration,Actual,Finished Goods,40509
18700,30-May-2012,Northwest Division,Research and Development,Actual,Intercompany Sales,7733
18701,30-May-2012,Northwest Division,Research and Development,Actual,Returns and Adjustments,3314
18702,30-May-2012,Northwest Division,Research and Development,Actual,Standard Cost of Sales,42278
18703,30-May-2012,Northwest Division,Research and Development,Actual,Variances,2762
18704,30-May-2012,Northwest Division,Research and Development,Actual,Salaries,33584
18705,30-May-2012,Northwest Division,Research and Development,Actual,Payroll Taxes,2757
18706,30-May-2012,Northwest Division,Research and Development,Actual,Employee Benefits,2757
18707,30-May-2012,Northwest Division,Research and Development,Actual,Commissions,2154
18708,30-May-2012,Northwest Division,Research and Development,Actual,Travel Transportation,380
18709,30-May-2012,Northwest Division,Research and Development,Actual,Travel Lodging,346
18710,30-May-2012,Northwest Division,Research and Development,Actual,Meals,176
18711,30-May-2012,Northwest Division,Research and Development,Actual,Entertainment,135
18712,30-May-2012,Northwest Division,Research and Development,Actual,Other Travel Related,38
18713,30-May-2012,Northwest Division,Research and Development,Actual,Conferences,60
18714,30-May-2012,Northwest Division,Research and Development,Actual,Marketing Collateral,143
18715,30-May-2012,Northwest Division,Research and Development,Actual,Office Supplies,251
18716,30-May-2012,Northwest Division,Research and Development,Actual,Professional Services,246
18717,30-May-2012,Northwest Division,Research and Development,Actual,Telephone,866
18718,30-May-2012,Northwest Division,Research and Development,Actual,Utilities,527
18719,30-May-2012,Northwest Division,Research and Development,Actual,Other Expenses,158
18720,30-May-2012,Northwest Division,Research and Development,Actual,Building Leasehold,626
18721,30-May-2012,Northwest Division,Research and Development,Actual,Vehicles,387
18722,30-May-2012,Northwest Division,Research and Development,Actual,Equipment,39
18723,30-May-2012,Northwest Division,Research and Development,Actual,Furniture and Fixtures,137
18724,30-May-2012,Northwest Division,Research and Development,Actual,Other Assets,120
18725,30-May-2012,Northwest Division,Research and Development,Actual,Amortization of Goodwill,109
18726,30-May-2012,Northwest Division,Research and Development,Actual,Rent,527
18727,30-May-2012,Northwest Division,Research and Development,Actual,Interest Income,181
18728,30-May-2012,Northwest Division,Research and Development,Actual,Interest Expense,278
18729,30-May-2012,Northwest Division,Research and Development,Actual,Gain/Loss on Sales of Asset,-222
18730,30-May-2012,Northwest Division,Research and Development,Actual,Other Income,370
18731,30-May-2012,Northwest Division,Research and Development,Actual,Taxes,7110
18732,30-May-2012,Northwest Division,Research and Development,Actual,Headcount,9
18733,30-May-2012,Northwest Division,Research and Development,Actual,Units,327
18734,30-May-2012,Northwest Division,Research and Development,Actual,Square Footage,63000
18735,30-May-2012,Northwest Division,Research and Development,Actual,Trade Sales,110481
18736,30-May-2012,Northwest Division,Sales and Marketing,Actual,Cash,131329
18737,30-May-2012,Northwest Division,Sales and Marketing,Actual,Trade Receivables,437061
18738,30-May-2012,Northwest Division,Sales and Marketing,Actual,Other Receivables,12575
18739,30-May-2012,Northwest Division,Sales and Marketing,Actual,Allowance for Bad Debt,8741
18740,30-May-2012,Northwest Division,Sales and Marketing,Actual,Deferred Taxes,64903
18741,30-May-2012,Northwest Division,Sales and Marketing,Actual,Prepaid Expenses,41957
18742,30-May-2012,Northwest Division,Sales and Marketing,Actual,Intercompany Receivables,78671
18743,30-May-2012,Northwest Division,Sales and Marketing,Actual,Land & Improvements,14268
18744,30-May-2012,Northwest Division,Sales and Marketing,Actual,Buildings & Improvements,45468
18745,30-May-2012,Northwest Division,Sales and Marketing,Actual,Machinery & Equipment,14268
18746,30-May-2012,Northwest Division,Sales and Marketing,Actual,Office Furniture & Equipment,60377
18747,30-May-2012,Northwest Division,Sales and Marketing,Actual,Leasehold Improvements,12118
18748,30-May-2012,Northwest Division,Sales and Marketing,Actual,Construction In Progress,5104
18749,30-May-2012,Northwest Division,Sales and Marketing,Actual,Other Assets,27956
18750,30-May-2012,Northwest Division,Sales and Marketing,Actual,Notes Payable,21961
18751,30-May-2012,Northwest Division,Sales and Marketing,Actual,Accounts Payable,186348
18752,30-May-2012,Northwest Division,Sales and Marketing,Actual,Salary & Other Comp,55133
18753,30-May-2012,Northwest Division,Sales and Marketing,Actual,Insurance,34362
18754,30-May-2012,Northwest Division,Sales and Marketing,Actual,Warranties,29644
